,property_type,sector,price,bedRoom,bathroom,balcony,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,furnishing_type,luxury_cat,floorNum_cat
1819,flat,sector 79,0.95,2,2,3,Relatively New,,,1450.0,0,0,semi_furnished,high,medium
1820,flat,sector 56,0.47,1,1,1,Old Property,,,605.0,0,0,semi_furnished,medium,low
1821,flat,sector 65,1.99,2,2,2,Under Construction,1260.0,,,0,0,unfurnished,low,high
1822,flat,sector 37,1.25,3,3,3,Relatively New,1763.0,1350.0,1234.0,0,0,unfurnished,low,medium
1823,flat,sector 77,0.75,2,2,2,Relatively New,1342.0,1140.0,969.0,0,0,semi_furnished,medium,medium
1824,house,sector 63a,3.85,3,3,3+,New Property,,,2494.0,0,1,semi_furnished,high,medium
1825,flat,sector 90,0.96,3,4,3,New Property,1875.0,,,0,1,unfurnished,medium,low
1826,flat,sector 54,1.69,3,3,3+,Old Property,2200.0,,,0,1,semi_furnished,medium,medium
1827,flat,sector 88a,1.45,3,3,3,Relatively New,,,1794.0,0,0,unfurnished,low,high
1828,house,sector 109,6.25,4,4,3+,Relatively New,,5400.0,,0,1,unfurnished,medium,low
1829,flat,sohna road,0.26,2,2,2,Moderately Old,576.0,,,0,0,unfurnished,low,low
1830,flat,sector 104,1.73,3,4,3+,Relatively New,2290.0,,,0,1,unfurnished,high,high
1831,flat,sector 48,6.25,3,5,3+,Moderately Old,,,2880.0,0,1,semi_furnished,low,medium
1832,flat,sector 113,2.87,4,4,3+,Under Construction,,,2298.0,0,1,unfurnished,medium,low
1833,flat,sector 111,2.65,3,4,2,Relatively New,2215.0,,1950.0,0,1,semi_furnished,high,medium
1834,flat,sector 22,1.65,2,2,2,Relatively New,1380.0,1200.0,1000.0,0,0,furnished,medium,medium
1835,flat,sector 90,1.2,3,3,3+,Relatively New,1755.0,,1400.0,0,0,unfurnished,medium,high
1836,house,sector 14,5.0,3,3,3,Moderately Old,,2250.0,,0,0,unfurnished,low,low
1837,flat,sector 81,4.5,4,6,3+,Relatively New,4200.0,,,0,1,semi_furnished,low,high
1838,flat,sector 72,3.19,4,5,3+,Relatively New,2625.0,,,0,1,semi_furnished,high,high
1839,flat,sector 81,2.3,3,4,3+,Relatively New,2132.0,,1600.0,0,1,furnished,high,high
1840,flat,sector 81,2.3,3,4,3+,Relatively New,2100.0,,1575.0,0,1,semi_furnished,medium,high
1841,flat,sector 90,1.75,4,4,3+,Relatively New,2727.0,,,0,1,unfurnished,medium,high
1842,flat,sector 105,0.45,3,2,1,Relatively New,,,950.0,0,0,semi_furnished,low,low
1843,flat,sector 49,2.55,3,4,3,Relatively New,2070.0,2060.0,1760.0,1,0,semi_furnished,low,medium
1844,flat,sector 48,3.45,3,3,3,,,1869.0,,0,0,unfurnished,low,high
1845,flat,sector 95,0.4,2,2,2,New Property,,,514.0,0,0,semi_furnished,low,low
1846,flat,sector 81,2.21,3,3,3+,Relatively New,2132.0,,1650.0,0,1,furnished,medium,low
1847,flat,dwarka expressway,1.6,3,3,3,New Property,1689.0,,,0,0,unfurnished,low,low
1848,house,sector 4,0.6,3,3,1,Old Property,,57.0,,0,0,unfurnished,low,low
1849,flat,sector 95,0.4,3,2,2,,,,685.0,0,0,unfurnished,low,medium
1850,flat,sector 33,0.95,2,2,3+,Under Construction,1385.0,,,0,0,unfurnished,low,low
1851,house,sector 86,2.5,4,5,3+,Moderately Old,,3194.0,,0,1,semi_furnished,low,medium
1852,flat,sector 102,1.77,3,3,3,Relatively New,1827.0,,,0,0,unfurnished,high,low
1853,flat,sector 70,2.0,4,5,3+,Moderately Old,2400.0,,1950.0,0,1,semi_furnished,high,medium
1854,flat,sector 108,4.1,4,5,3,New Property,2344.0,2343.0,1752.0,1,1,furnished,medium,high
1855,flat,sector 79,1.85,3,4,3,New Property,1815.0,,,0,1,unfurnished,low,high
1856,flat,sector 95,0.56,2,2,2,Relatively New,1364.0,,,0,0,semi_furnished,medium,medium
1857,flat,sector 50,3.0,3,3,3+,Old Property,2605.0,,,0,1,semi_furnished,medium,high
1858,flat,sector 99,0.32,2,2,1,New Property,575.0,,570.17,0,0,unfurnished,low,low
1859,flat,sector 99,1.56,3,5,3,New Property,1997.0,,,0,1,unfurnished,low,medium
1860,flat,sector 79,2.5,3,3,3+,,,2244.0,1800.0,0,0,unfurnished,low,medium
1861,flat,sector 110,0.22,2,1,1,Relatively New,600.0,,,0,0,unfurnished,low,low
1862,flat,sohna road,0.3,2,2,2,Relatively New,,,640.0,0,0,unfurnished,low,medium
1863,flat,sector 89,1.25,3,3,3,New Property,1423.0,,,1,0,unfurnished,medium,low
1864,house,sector 26,13.5,5,5,3,Old Property,,4518.0,,1,1,semi_furnished,medium,low
1865,house,sector 91,2.5,4,4,3+,Moderately Old,,3400.0,,1,1,semi_furnished,medium,low
1866,house,sector 43,6.5,5,4,3+,Moderately Old,,215.0,,0,1,semi_furnished,medium,low
1867,flat,sector 43,2.35,3,3,2,Old Property,1650.0,,1405.0,0,0,semi_furnished,medium,low
1868,flat,sector 53,5.0,3,4,3,Old Property,,,2900.0,0,1,semi_furnished,low,medium
1869,flat,sector 113,2.35,3,3,3,New Property,2217.0,2210.0,1720.0,0,1,unfurnished,high,high
1870,house,sector 7,0.9,2,4,3,Old Property,,900.0,,0,1,semi_furnished,low,low
1871,flat,sector 83,1.35,3,3,3,Relatively New,1720.0,,1095.3,0,1,unfurnished,low,medium
1872,flat,sector 70,1.8,3,4,3,New Property,1950.0,,1161.0,0,1,unfurnished,low,low
1873,flat,sector 102,2.15,3,4,3,Relatively New,2149.0,,,1,1,unfurnished,medium,high
1874,flat,sector 43,5.8,4,4,3+,,,2801.0,,0,0,unfurnished,low,high
1875,house,sector 57,4.7,3,3,2,Old Property,,2160.0,,0,1,unfurnished,low,low
1876,flat,sector 68,0.9,2,2,2,New Property,,,1180.0,0,0,unfurnished,low,low
1877,flat,sector 104,0.4,2,2,1,Relatively New,568.46,,,0,0,unfurnished,medium,medium
1878,flat,sector 109,1.72,3,4,3+,Relatively New,2150.0,1797.0,,0,1,unfurnished,high,medium
1879,house,sector 4,0.4,1,1,1,Moderately Old,,432.0,,0,0,unfurnished,low,low
1880,flat,sector 92,1.55,3,4,3,Relatively New,1995.0,,,0,1,unfurnished,low,medium
1881,house,sector 50,3.99,4,5,3+,New Property,,4500.0,,0,1,semi_furnished,medium,medium
1882,flat,sector 81,2.3,3,4,3+,Relatively New,2660.0,2280.0,1950.0,0,1,semi_furnished,low,medium
1883,flat,sector 67,2.99,3,3,3,Relatively New,2527.0,2200.0,2100.0,0,1,semi_furnished,low,medium
1884,flat,sector 65,2.8,3,3,2,Relatively New,1650.0,,,0,1,unfurnished,medium,low
1885,flat,sector 52,5.0,5,5,3+,,,5200.0,,0,0,unfurnished,low,low
1886,flat,sohna road,1.07,3,3,3+,Relatively New,1730.0,1600.0,1300.0,0,0,unfurnished,high,medium
1887,flat,sector 81,1.45,3,2,3+,Relatively New,1660.0,,1082.0,0,0,unfurnished,low,low
1888,flat,sohna road,1.01,2,2,3,Under Construction,1450.0,,950.0,1,0,unfurnished,medium,high
1889,house,sector 73,17.0,5,8,3,Relatively New,,9000.0,,1,1,furnished,medium,low
1890,flat,sector 48,1.6,3,3,3,Old Property,1910.0,1700.0,1600.0,0,0,semi_furnished,medium,high
1891,house,sector 105,0.6,3,3,0,,,450.0,,0,0,unfurnished,low,low
1892,flat,sector 113,3.05,3,4,3,New Property,2690.0,2600.0,2240.0,0,1,unfurnished,high,high
1893,flat,sector 66,3.98,3,4,3+,Moderately Old,2200.0,,,0,1,semi_furnished,medium,low
1894,flat,sector 69,1.75,3,4,2,Relatively New,,,1850.0,0,0,semi_furnished,high,low
1895,flat,sector 62,6.5,4,4,3+,Moderately Old,4337.0,,,1,0,unfurnished,medium,low
1896,flat,sector 69,1.43,3,3,2,Relatively New,1578.0,,,0,0,unfurnished,medium,low
1897,house,sector 6,0.4,4,2,2,,,1600.0,800.0,0,0,unfurnished,low,low
1898,flat,sector 76,3.5,3,4,3,,,2937.0,1762.0,0,0,unfurnished,low,medium
1899,flat,sector 102,1.92,3,3,3,Relatively New,,,2000.0,1,1,unfurnished,medium,high
1900,flat,sector 9,0.75,3,3,3,Old Property,,,1290.0,0,0,unfurnished,low,medium
1901,flat,sohna road,0.39,2,2,2,Relatively New,950.0,720.0,610.0,0,0,unfurnished,low,low
1902,flat,sohna road,0.54,2,2,2,Relatively New,,,845.0,0,0,unfurnished,high,medium
1903,flat,sector 81,2.5,3,3,2,Relatively New,2132.0,1700.0,1350.0,0,1,furnished,high,high
1904,flat,sector 3,1.25,2,2,3,Under Construction,1444.0,,913.0,0,0,unfurnished,low,high
1905,flat,sector 9,1.5,4,3,3+,Relatively New,,,1650.0,0,0,semi_furnished,low,medium
1906,flat,sector 102,1.52,3,3,3,Relatively New,1650.0,,1022.58,0,1,semi_furnished,medium,medium
1907,flat,sector 83,0.83,2,2,2,Relatively New,1245.0,1154.0,945.0,0,0,unfurnished,high,high
1908,flat,sector 108,3.0,4,5,3+,Relatively New,2779.0,2204.25,1631.07,0,1,furnished,medium,low
1909,flat,sector 92,0.95,4,5,3+,,,1895.0,1500.0,0,0,unfurnished,low,high
1910,flat,sector 86,0.5,2,2,2,Old Property,,,515.5908099999999,0,0,unfurnished,low,medium
1911,house,sector 46,3.55,5,4,3+,Moderately Old,,1449.0,,0,1,semi_furnished,medium,low
1912,flat,sector 51,0.3,1,1,0,Moderately Old,,,72.0,1,0,unfurnished,low,low
1913,house,sector 57,3.5,4,4,3+,Old Property,,1620.0,,0,0,semi_furnished,medium,low
1914,flat,sector 79,1.7,3,4,3+,New Property,2289.0,,1121.0,0,1,unfurnished,medium,medium
1915,flat,sector 54,4.86,3,4,3+,Relatively New,1875.0,,,0,1,semi_furnished,low,medium
1916,flat,sector 92,0.5,2,2,3,,,1000.0,999.0,0,0,unfurnished,low,low
1917,flat,sector 102,2.6,3,3,3,Relatively New,2598.0,,,1,1,unfurnished,medium,low
1918,flat,sector 102,1.4,3,3,3,Relatively New,1650.0,,1200.0,0,1,unfurnished,low,medium
1919,house,sector 26,18.9,6,8,2,Relatively New,,4518.0,,1,1,semi_furnished,medium,low
1920,house,sector 17,3.5,2,6,3+,,,160.0,,0,0,unfurnished,low,low
1921,flat,sector 102,2.5,4,5,3+,Relatively New,3198.0,,,0,1,unfurnished,medium,medium
1922,flat,sector 7,0.8,3,2,1,Relatively New,,,990.0,0,0,semi_furnished,medium,medium
1923,flat,sector 104,1.75,3,3,3,Under Construction,1689.0,,,0,0,unfurnished,low,low
1924,flat,sector 59,5.8,3,4,3,New Property,,,3025.0,0,1,semi_furnished,low,high
1925,flat,sector 49,2.0,4,3,3+,Old Property,2754.0,,,0,0,unfurnished,medium,medium
1926,flat,sector 58,2.2,2,2,1,Relatively New,,,1375.0,0,0,semi_furnished,low,medium
1927,flat,sector 81,3.5,4,5,3+,Relatively New,2995.0,,2200.0,0,1,furnished,high,medium
1928,flat,manesar,1.6,4,6,3+,Relatively New,,,2350.0,1,1,unfurnished,low,medium
1929,flat,sector 85,2.15,3,5,3,New Property,2408.0,,,0,0,unfurnished,medium,low
1930,flat,sector 95,0.2,1,1,1,Relatively New,,,366.080239,0,0,unfurnished,medium,medium
1931,flat,sector 81,3.0,4,5,2,Relatively New,3185.0,,,0,1,semi_furnished,medium,medium
1932,flat,sohna road,0.58,2,2,2,,,822.0,600.0,0,0,unfurnished,medium,low
1933,flat,sector 65,2.85,3,3,3,Under Construction,1828.0,,,0,0,semi_furnished,medium,high
1934,flat,sector 102,2.4,3,4,3+,Relatively New,2579.0,,2100.0,1,0,semi_furnished,low,low
1935,flat,sector 72,6.5,4,4,3+,Relatively New,4250.0,,,1,1,unfurnished,medium,low
1936,flat,sector 79,1.28,3,3,3,Relatively New,1490.0,,1063.91,1,0,semi_furnished,medium,high
1937,flat,manesar,0.85,3,2,2,Moderately Old,1666.0,,,0,0,unfurnished,low,medium
1938,flat,sector 110,4.25,5,5,3+,Relatively New,3880.0,,,0,1,unfurnished,medium,medium
1939,flat,sector 103,0.8,2,2,3,New Property,1361.0,1089.0,705.0,0,0,unfurnished,high,low
1940,flat,sector 65,2.25,2,2,3,Under Construction,,,1433.0,0,0,unfurnished,low,medium
1941,house,sector 109,10.0,4,5,3+,New Property,,3600.0,,1,1,semi_furnished,low,low
1942,flat,sector 37d,0.8,2,2,2,Under Construction,950.0,,,0,0,unfurnished,low,low
1943,flat,sector 59,4.02,3,3,1,Under Construction,,,2295.0,0,0,unfurnished,low,low
1944,flat,sector 103,2.4,4,6,3+,Relatively New,2875.0,2456.0,2100.0,0,1,unfurnished,high,high
1945,flat,sector 83,1.12,3,3,2,Moderately Old,1735.0,1500.0,1400.0,0,0,semi_furnished,medium,high
1946,flat,sector 84,1.05,4,4,3+,New Property,2095.0,,,1,0,unfurnished,medium,low
1947,flat,sector 56,1.7,3,2,3,Old Property,1600.0,,1550.0,0,0,unfurnished,medium,medium
1948,flat,sector 85,2.1,4,4,3,Relatively New,2812.0,2600.0,2400.0,0,0,unfurnished,low,low
1949,flat,sector 24,4.25,3,4,3+,Old Property,3200.0,,3156.0,0,1,semi_furnished,medium,low
1950,flat,sector 102,2.22,3,4,3+,Relatively New,2149.0,2000.0,1600.0,1,1,unfurnished,medium,high
1951,house,sector 11,3.08,6,4,2,,,2700.0,,0,0,unfurnished,low,low
1952,flat,sector 102,2.5,3,3,3,Under Construction,1827.0,,,0,0,unfurnished,high,high
1953,flat,sector 70a,0.95,2,2,1,New Property,,930.0,730.0,0,0,semi_furnished,medium,high
1954,house,sector 43,9.5,5,5,3+,Relatively New,,300.0,250.0,0,1,semi_furnished,medium,low
1955,flat,sector 37,0.87,2,3,3+,Relatively New,1578.0,1300.0,1110.0,1,0,unfurnished,medium,medium
1956,flat,sector 6,0.6,2,2,0,Relatively New,,790.0,750.0,0,0,semi_furnished,low,low
1957,flat,sector 69,1.2,2,3,1,Relatively New,1350.0,,,0,0,unfurnished,medium,low
1958,flat,sector 107,1.3,3,3,3+,Relatively New,1943.0,1554.0,1457.0,0,0,semi_furnished,high,medium
1959,flat,sohna road,0.9,3,2,0,Under Construction,,1120.0,,0,0,unfurnished,medium,low
1960,flat,sector 65,2.36,3,3,3,Relatively New,1650.0,,,1,1,semi_furnished,high,low
1961,flat,sector 33,1.3,2,2,2,New Property,1210.0,,,1,0,unfurnished,low,low
1962,flat,sector 33,0.4,2,2,2,Relatively New,800.0,,,0,0,furnished,low,low
1963,flat,sector 37,0.9,3,3,3,Under Construction,1603.0,1500.0,,0,0,unfurnished,medium,low
1964,flat,sector 54,4.85,3,4,3+,Relatively New,1875.0,,,0,1,semi_furnished,low,high
1965,flat,sohna road,0.54,2,2,1,Relatively New,,,830.0,0,0,unfurnished,low,low
1966,flat,sector 102,1.35,3,3,3,Relatively New,1650.0,,1022.58,0,1,unfurnished,medium,medium
1967,flat,sector 85,1.5,4,5,3+,New Property,2560.0,2017.0,1800.0,0,1,semi_furnished,low,medium
1968,flat,sector 107,1.29,3,3,3+,Relatively New,1943.0,,1460.0,0,0,semi_furnished,high,low
1969,flat,sohna road,2.6,2,2,2,New Property,,,554.1255719999999,0,0,unfurnished,low,medium
1970,house,sector 26,4.5,3,3,2,Old Property,,1350.0,,0,0,semi_furnished,medium,low
1971,house,sector 12,0.35,2,1,0,Old Property,,360.0,,0,0,unfurnished,low,
1972,flat,sector 70,1.62,3,5,3,Relatively New,1950.0,,1161.0,0,1,unfurnished,low,medium
1973,flat,sector 85,1.3,2,2,3+,Relatively New,1772.0,,1240.0,0,0,unfurnished,medium,medium
1974,flat,sector 109,1.88,4,5,3,Relatively New,3055.0,,,0,0,unfurnished,medium,medium
1975,flat,sector 109,1.7,3,3,3,Relatively New,1745.0,1550.0,,0,0,unfurnished,medium,high
1976,house,sector 46,4.35,3,8,2,Relatively New,,1836.0,,1,0,semi_furnished,low,low
1977,flat,sector 85,2.15,4,5,3+,Relatively New,2812.0,,,0,1,unfurnished,high,low
1978,flat,sector 68,1.45,3,2,3+,New Property,1508.0,,,0,0,unfurnished,low,medium
1979,flat,sector 86,0.78,2,2,2,New Property,,1360.0,,0,0,unfurnished,medium,medium
1980,flat,sector 58,3.83,3,4,2,Relatively New,2164.0,2000.0,1775.0,1,1,semi_furnished,high,medium
1981,flat,sector 92,0.62,2,2,2,New Property,,1498.0,1064.0,0,0,unfurnished,low,medium
1982,flat,sector 106,1.4,4,6,3+,Relatively New,2355.0,1535.0,1403.0,0,1,unfurnished,high,medium
1983,flat,sector 49,0.94,1,2,2,,,,671.0,0,0,unfurnished,low,low
1984,flat,sector 109,2.0,4,4,2,Relatively New,2630.0,,,0,1,unfurnished,medium,high
1985,flat,gwal pahari,7.0,4,4,3+,Relatively New,6000.0,,,0,1,unfurnished,medium,medium
1986,flat,sector 49,0.8,1,1,1,,,720.0,,0,0,unfurnished,low,low
1987,flat,sector 84,1.48,3,3,2,New Property,2000.0,,1294.0,0,1,semi_furnished,medium,low
1988,house,sector 72,8.6,4,5,3+,Relatively New,,7000.0,,0,0,semi_furnished,low,low
1989,flat,sector 110,3.45,4,4,3,Moderately Old,3400.0,,,0,1,semi_furnished,medium,medium
1990,house,sector 50,7.0,3,2,0,,,240.0,,0,0,unfurnished,low,low
1991,flat,sector 90,1.8,4,4,3+,Moderately Old,2215.0,,,0,0,unfurnished,low,medium
1992,flat,sector 85,1.49,4,5,3+,Relatively New,2560.0,2017.0,1890.0,0,1,semi_furnished,medium,medium
1993,flat,sohna road,0.88,2,2,2,Relatively New,1275.0,,791.0,0,0,furnished,medium,high
1994,house,sector 14,7.5,3,3,2,Old Property,,4518.0,,1,1,semi_furnished,low,low
1995,house,sector 70a,4.0,4,4,3+,Relatively New,,6000.0,,0,1,unfurnished,high,low
1996,flat,sector 86,1.25,2,2,3,Moderately Old,1480.0,,,1,0,unfurnished,low,high
1997,house,sector 43,8.5,5,5,3,Moderately Old,,2700.0,,0,1,semi_furnished,medium,low
1998,flat,sector 43,2.5,4,4,3+,Relatively New,2650.0,,,0,0,semi_furnished,medium,low
1999,flat,sohna road,0.78,3,3,3,Relatively New,,,1210.0,0,0,unfurnished,medium,low
2000,house,sector 12,3.5,8,8,3+,Relatively New,,4800.0,4400.0,1,1,furnished,medium,low
2001,flat,sohna road,0.68,2,2,2,New Property,,,824.0,0,0,unfurnished,medium,low
2002,flat,sohna road,0.75,2,2,2,Moderately Old,,1350.0,,0,0,unfurnished,medium,medium
2003,flat,sector 89,1.13,3,3,2,Under Construction,,,1326.0,1,0,unfurnished,medium,medium
2004,flat,sector 104,0.98,3,3,3,Relatively New,1647.0,,,0,0,unfurnished,medium,high
2005,flat,sector 90,1.29,3,3,3,Relatively New,1702.0,1540.0,1430.0,1,0,unfurnished,high,medium
2006,flat,sohna road,0.3,2,2,2,Relatively New,567.0,,480.53,0,0,furnished,medium,medium
2007,flat,sector 84,2.24,4,4,3,Relatively New,3434.0,,2900.0,0,1,unfurnished,low,high
2008,flat,sector 33,2.15,3,3,3+,New Property,1590.0,,,0,0,unfurnished,low,low
2009,flat,sector 104,2.52,4,4,3+,Relatively New,3150.0,2800.0,2400.0,0,1,semi_furnished,high,high
2010,house,sector 2,0.7,1,1,0,,,900.0,,0,0,unfurnished,low,low
2011,flat,sector 102,1.75,3,4,3+,Relatively New,1931.0,,,0,1,semi_furnished,medium,high
2012,house,sector 5,3.75,5,5,3+,,,3400.0,1836.0,0,0,unfurnished,low,low
2013,house,sector 50,15.0,4,4,2,Moderately Old,,4500.0,,0,1,unfurnished,high,low
2014,house,sector 82,1.4,3,3,2,New Property,,1700.0,,0,0,unfurnished,medium,low
2015,flat,sector 112,2.6,2,2,3,Relatively New,2441.0,1939.03,,0,0,unfurnished,high,medium
2016,flat,sector 62,2.1,2,2,2,New Property,1508.26,,,0,1,unfurnished,medium,high
2017,flat,sector 86,0.43,2,2,1,New Property,,,501.0,0,0,unfurnished,medium,medium
2018,flat,sector 50,3.25,3,4,3+,Old Property,,,2537.0,0,1,semi_furnished,medium,medium
2019,house,sector 47,8.81,8,6,3+,Moderately Old,,3240.0,,1,1,semi_furnished,low,low
2020,flat,sector 36,0.4,1,1,1,Relatively New,,,392.0,0,0,unfurnished,low,medium
2021,flat,sector 65,2.85,4,4,3,Relatively New,,,1975.0,1,1,unfurnished,low,low
2022,house,sector 43,9.85,5,5,2,Old Property,,418.0,,1,1,unfurnished,low,low
2023,flat,sector 90,1.25,3,4,3+,Old Property,,,1447.0,0,1,furnished,low,low
2024,flat,sector 62,3.95,3,3,3,New Property,,,2588.0,0,1,semi_furnished,low,high
2025,flat,sector 28,1.24,2,2,3+,Moderately Old,1150.0,1050.0,1000.0,0,0,semi_furnished,high,high
2026,flat,sector 9,1.3,4,4,3+,,,2580.0,,0,0,unfurnished,low,medium
2027,house,sector 25,4.31,5,4,3,Old Property,,1350.0,,0,0,unfurnished,low,low
2028,flat,sector 92,0.6,3,2,3,Moderately Old,,,1200.0,0,0,semi_furnished,low,medium
2029,flat,sector 65,3.29,3,3,3,New Property,1828.0,,,0,0,unfurnished,low,high
2030,house,sector 12,2.75,6,6,2,,,2228.0,,0,0,unfurnished,low,low
2031,flat,sector 50,2.7,3,3,3+,Moderately Old,2605.0,,,0,1,unfurnished,medium,low
2032,flat,sector 69,1.51,3,3,2,Relatively New,1578.0,,1100.0,0,0,furnished,high,low
2033,flat,sector 79,2.55,4,5,2,New Property,,2675.0,,0,1,unfurnished,low,medium
2034,flat,sector 56,2.09,4,4,3+,Relatively New,2400.0,2300.0,2200.0,0,0,semi_furnished,medium,medium
2035,flat,sector 56,1.37,3,3,3+,Old Property,1500.0,1450.0,1400.0,0,0,unfurnished,high,low
2036,flat,sohna road,0.48,2,2,2,Under Construction,1099.0,,,0,0,unfurnished,low,high
2037,house,sector 40,2.15,3,3,3,Moderately Old,,900.0,,1,0,unfurnished,low,low
2038,flat,sector 81,3.46,4,4,3+,New Property,2872.0,,,0,1,furnished,high,medium
2039,house,sector 26,19.0,6,8,3+,Moderately Old,,4500.0,,1,1,semi_furnished,medium,low
2040,flat,sohna road,0.75,2,2,0,,,1081.0,,0,0,unfurnished,medium,low
2041,flat,sector 65,3.0,3,3,3,Under Construction,1828.0,,,0,0,unfurnished,medium,high
2042,flat,sector 83,1.12,3,3,2,Relatively New,1735.0,1200.0,1126.0,1,1,semi_furnished,high,medium
2043,flat,sector 92,1.42,3,3,2,Relatively New,1920.0,,,0,0,unfurnished,medium,medium
2044,flat,sector 91,1.9,4,4,3,Relatively New,2724.0,,,0,1,unfurnished,medium,medium
2045,house,sector 50,7.42,4,4,3,Old Property,,3200.0,,0,0,semi_furnished,medium,low
2046,flat,sector 82,1.25,3,4,3+,Under Construction,1960.0,,,0,0,unfurnished,medium,medium
2047,flat,sector 102,2.12,3,3,3,Relatively New,,1852.0,1250.0,0,0,unfurnished,medium,medium
2048,flat,sector 33,1.7,3,3,3+,New Property,,,1350.0,0,1,unfurnished,low,medium
2049,flat,sector 61,1.47,2,2,2,New Property,,,1150.0,1,0,unfurnished,medium,medium
2050,flat,sector 82,1.39,3,3,3+,Relatively New,2160.0,,,1,1,semi_furnished,medium,high
2051,flat,sector 83,1.75,3,3,3,Relatively New,1900.0,1600.0,1240.0,0,1,semi_furnished,medium,medium
2052,flat,sector 62,2.45,2,2,2,New Property,,1200.0,1000.0,1,0,furnished,high,medium
2053,house,sector 67,8.0,6,7,3+,Moderately Old,,3600.0,,1,1,semi_furnished,low,high
2054,flat,sector 106,1.32,4,5,3+,Relatively New,2355.0,1535.0,1403.0,0,1,unfurnished,low,high
2055,flat,sector 107,0.52,3,2,2,Relatively New,,,645.0,0,0,unfurnished,low,medium
2056,flat,sector 113,1.45,2,2,2,Relatively New,1276.0,,904.01,0,0,unfurnished,medium,medium
2057,flat,sector 107,0.28,2,2,2,Relatively New,,,489.0,0,0,unfurnished,low,medium
2058,flat,sector 81,1.15,3,2,3+,Relatively New,1660.0,,1082.0,0,0,unfurnished,medium,high
2059,house,sector 105,0.65,3,2,1,Relatively New,,720.0,,0,0,unfurnished,low,low
2060,flat,sector 88a,1.31,2,2,3+,Relatively New,1617.0,,,1,0,unfurnished,medium,low
2061,flat,sector 83,0.75,2,2,2,Relatively New,1245.0,1150.0,1020.0,0,0,semi_furnished,medium,high
2062,flat,sector 104,1.8,3,4,3,New Property,,,2290.0,0,0,unfurnished,medium,high
2063,flat,sector 109,2.22,3,4,3,Relatively New,2095.0,1860.0,,1,1,unfurnished,low,high
2064,flat,sector 102,1.4,3,3,3,Relatively New,1650.0,1300.0,1022.58,0,1,unfurnished,low,medium
2065,house,sector 2,2.55,3,3,2,Old Property,,1557.0,,0,0,unfurnished,low,low
2066,house,sector 25,10.5,4,4,2,Old Property,,402.0,,0,1,semi_furnished,medium,low
2067,flat,sector 37,1.4,4,5,3,Relatively New,2600.0,,2100.0,1,1,unfurnished,low,medium
2068,flat,sohna road,0.52,2,2,2,Relatively New,,,822.0,0,0,unfurnished,high,low
2069,flat,sohna road,0.3,2,2,2,New Property,655.0,,555.0,0,0,unfurnished,medium,medium
2070,flat,sector 102,1.9,3,4,3+,Relatively New,1942.0,,,0,1,unfurnished,high,high
2071,house,sector 48,8.5,4,4,2,Moderately Old,,3240.0,,0,1,unfurnished,medium,
2072,house,sector 54,2.0,9,9,3,Relatively New,,60.0,59.0,0,1,furnished,low,high
2073,flat,sector 65,2.79,4,4,3+,Relatively New,,,1975.0,1,1,furnished,high,low
2074,house,sector 25,11.0,5,5,3+,Relatively New,,3096.0,,1,1,unfurnished,low,low
2075,flat,sector 84,0.85,3,3,3+,Relatively New,1725.0,,,1,0,unfurnished,medium,medium
2076,flat,sector 76,0.55,2,2,2,Under Construction,,,741.0,0,0,unfurnished,low,medium
2077,flat,sector 48,2.75,3,4,3+,Moderately Old,2557.0,,2550.0,0,0,unfurnished,low,low
2078,house,sector 28,2.1,2,8,3+,Moderately Old,,900.0,,0,0,semi_furnished,low,medium
2079,house,sector 23,2.4,3,3,2,Moderately Old,,2000.0,,0,0,unfurnished,low,low
2080,flat,sohna road,0.9,2,2,3+,Moderately Old,1465.0,1100.0,1000.0,1,0,semi_furnished,high,medium
2081,flat,sector 37d,1.25,3,3,3,Under Construction,,,2055.0,0,0,unfurnished,low,medium
2082,house,sector 65,12.5,4,4,3+,Relatively New,,3600.0,,1,1,unfurnished,medium,low
2083,flat,sector 95,0.28,2,2,2,New Property,767.0,,,0,0,unfurnished,low,medium
2084,house,sector 26,5.5,4,4,3+,Moderately Old,,1800.0,,0,0,unfurnished,low,low
2085,house,sector 4,0.5,2,2,2,New Property,,450.0,,1,1,unfurnished,low,low
2086,house,sector 26,6.0,3,5,3+,Old Property,,1800.0,,0,0,semi_furnished,low,low
2087,flat,sector 85,0.72,3,3,2,Moderately Old,1475.0,1350.0,1250.0,0,0,unfurnished,low,medium
2088,flat,sector 69,1.36,3,3,1,Relatively New,1578.0,,1039.0,0,0,unfurnished,medium,high
2089,flat,sector 80,1.1,3,3,3,Moderately Old,1928.0,1580.0,1391.0,0,1,unfurnished,medium,medium
2090,flat,sector 69,1.95,4,4,2,Relatively New,2010.0,,,0,0,unfurnished,high,low
2091,flat,sector 86,1.27,3,4,3,Relatively New,1930.0,1800.0,1450.0,0,1,unfurnished,medium,high
2092,flat,sector 85,1.19,2,2,3,Relatively New,1671.0,1670.0,1660.0,0,0,unfurnished,low,high
2093,flat,sector 37d,2.08,4,4,3,New Property,2443.0,,,1,1,unfurnished,medium,low
2094,flat,sector 102,1.2,2,2,3,Relatively New,1359.0,,824.0,0,0,unfurnished,low,low
2095,house,sohna road,0.07,1,1,0,Relatively New,,33.0,,0,0,unfurnished,low,low
